US Market Option Chain Data Providers - Last Updated: 2026-05-16
"Coverage: Equity Options (OPRA), Index Options (SPX/VIX), CME Futures Options (CME/CBOT/NYMEX/COMEX) | EOD Daily Focus"
HistoricalOptionData.com,https://historicaloptiondata.com,Equity + Index (SPX since 1990),$45/mo EOD sub,"$545/yr Bare Bones, $925-$1,905 one-time for full 20yr history. By DeltaNeutral.",24+ years (2002+); SPX since 1990,"CSV download, SQL database (MS SQL)",EOD (1hr after close),"OHLC, bid/ask, volume, OI, Greeks (L2+), IV, contract details",N/A (file download),No (CSV/SQL only),https://historicaloptiondata.com/documentation/ (CSV/SQL schema only),"US Equity + Index (SPX since 1990) | 24+yr history (2002+ for equity) | NO CME futures | Fields: OHLC,Bid/Ask,Volume,OI | Greeks (L2+): Delta,Gamma,Theta,Vega,Rho + IV + Contract details | CSV download + MS SQL database | EOD (1hr after close) | NO API (manual file download) | $545/yr EOD sub; one-time bulk from $925",Exceptional bulk value; 24yr history; SPX since 1990; trusted by hedge funds,No API; no real-time; NO CME futures; manual download; no Python SDK,Researching,Best bulk historical files. One-time purchase for backtest datasets.,2026-05-16
Tradier,https://tradier.com,Equity Options (OPRA),$10/mo or Free,Free with brokerage account. $10/mo subscription. ORATS integration for Greeks.,Limited,"REST API, WebSocket",EOD + Real-time,"Bid/ask, last, volume, Greeks (via ORATS), option chains",Generous for active traders,No official SDK,https://documentation.tradier.com/brokerage-api/markets/get-options-chains (OC docs),"US Equity Options (OPRA) | NO index/CME futures | Limited history | Fields: Bid/Ask,Last,Volume,Greeks (via ORATS integration),Option Chains | REST API+WS | Generous rate limits for active traders | Free with brokerage; $10/mo subscription | Integrated trading+data | No official Python SDK",Free with brokerage; simple REST; integrated trading + data,NO index or CME futures; limited history; needs brokerage account,Testing,Free equity options. Test for spot checks only.,2026-05-16
Alpaca,https://alpaca.markets,Equity Options (OPRA + Indicative),Free Basic / $99/mo Algo,Basic free. Algo Trader Plus $99/mo. Indicative 15min delayed on free.,Since Feb 2024 (options only),"REST API, WebSocket",EOD + Real-time (OPRA); 15min delayed (Indicative),"OHLCV, trades, quotes, snapshots, Greeks (OPRA feed)",200/min Basic; 10K/min Algo Plus,Yes (pip install alpaca-py),https://docs.alpaca.markets/docs/options-trading (Options API); https://github.com/alpacahq/alpaca-py (Python),"US Equity Options (OPRA + Indicative 15min delayed) | Since Feb 2024 | NO index/CME futures | Fields: OHLCV,Trades,Quotes,Snapshots | Greeks (OPRA feed) | REST+WS | 200/min Basic; 10K/min Algo Plus | Free Basic; $99/mo Algo Plus | pip install alpaca-py | Very short history (Feb 2024+)",Great Python SDK; free tier; clean API; integrated trading,Very short history (Feb 2024); NO index or CME futures; new product,Researching,Too new for historical research. Good for live trading later.,2026-05-16
CBOE DataShop,https://datashop.cboe.com,Cboe Equity + Index (SPX/VIX/OEX),Custom (Contact sales),Usage-based. Contact sales. TheoCalc is official theoretical price generator.,Extensive (Cboe since 1973),"REST (Market Data, T&S, TheoCalc, TradeReview), file download",EOD + Real-time + Tick,"OHLC, volume, quotes, Greeks, IV, TheoPrice, trade detail, unusual activity",N/A,No,"https://datashop.cboe.com/docs (Market Data, T&S, TheoCalc, TradeReview APIs)","Cboe Equity + Index (SPX/VIX/OEX) | Since 1973 | NO CME futures | Fields: OHLC,Volume,Quotes,Greeks,IV,TheoPrice,Trade detail,Unusual Activity | Official SPX/VIX source | TheoCalc for all US exchanges | REST + file download | Custom pricing (contact sales) | No Python SDK",Official SPX/VIX source; TheoCalc for all US exchanges; deepest Cboe history,Complex pricing; Cboe-only coverage; NO CME futures; no self-service,Researching,Official SPX/VIX source. Good reference but not primary provider.,2026-05-16
CME DataMine,https://cmegroup.com/datamine,CME Futures Options (official),Custom (Per-dataset),Custom quote per dataset. Requires license agreements.,20+ years,"Data API, SFTP, S3, File Browser",EOD + Tick,"Settlements, OHLC, volume, OI, implied vol (CVOL), delta, volume by venue",N/A,No,https://www.cmegroup.com/market-data/datamine.html; https://datamine.cmegroup.com/ (portal),"CME Futures Options ONLY (official source) | 20+yr history | NO equity/index options | Fields: Settlements,OHLC,Volume,OI,Implied Vol (CVOL),Delta,Volume by venue | Data API+SFTP+S3+File Browser | Per-dataset custom pricing | License agreements required | No Python SDK",Official CME source; deepest CME coverage; official settlements data,NO equity/index options; custom pricing; license agreements; no Python SDK,Researching,Essential for CME futures. Check if retail researcher pricing exists.,2026-05-16
Market Data (marketdata.app),https://marketdata.app,"Equity Options (OPRA since 2005); Stocks, Indices, Forex, Crypto",Free / $30-125/mo,"Free: 100 req/day. Starter $30, Standard $60, Pro $125. Google Sheets add-on.",Options since 2005 (OPRA full history),REST API + Google Sheets; Python/Go/PHP SDKs,EOD + Real-time (paid tiers),"OHLCV, bid/ask, volume, OI, Greeks (Delta/Gamma/Theta/Vega/Rho), IV, contract details","100 req/day free; 500-2,000/min paid",Yes (pip install marketdata),https://marketdata.app/docs (main); https://marketdata.app/docs/options/ (Options API),"US Equity Options (OPRA since 2005) | Stocks,Indices,Forex,Crypto | NO index/CME futures options | Fields: OHLCV,Bid/Ask,Volume,OI | Greeks: Delta,Gamma,Theta,Vega,Rho + IV + Contract details | REST API + Google Sheets | Python/Go/PHP SDKs | Free: 100 req/day; Paid: $30-125/mo | EOD+Real-time tiers | pip install marketdata",Best free tier for individual devs; OPRA since 2005; real-time Greeks/IV; multi-SDKs,Equity options only (no index/CME futures); no IV surfaces; limited free tier,Priority #1,Best free/low-cost US equity options. Test quality and rate limit viability.,2026-05-16
AlgoSeek,https://algoseek.com,Equity Options + Futures Options (US),Enterprise (Contact),"Custom enterprise pricing. Historical datasets from $500-5,000+ one-time.",14+ years (since 2012); tick-level,"CSV, SQL, S3 download; Python connector with pandas DataFrame support",Tick-level (historical),Tick-level trades/quotes; pre-computed Greeks/IV; volume; OI; reference data,N/A (file download),Yes (Python connector with pandas; databento-algoseek connector),https://www.algoseek.com/data-solutions/ (products); https://docs.algoseek.com/ (docs portal),"US Equity Options + Futures Options | 14+yr (since 2012) tick-level | Fields: Tick trades/quotes, pre-computed Greeks/IV, Volume,OI,Reference data | CSV,SQL,S3 download | Python connector with pandas | Enterprise pricing ($500-5000+ one-time) | No real-time delivery",Tick-level equity+futures options; pre-computed Greeks; 14yr history; Python+pandas,Enterprise pricing; no real-time delivery; one-time datasets,Testing,Best for building local backtest database. Compare pricing with HistoricalOptionData.,2026-05-16
OptionMetrics IvyDB,https://optionmetrics.com,Equity Options (US listed); Global indices,"$1,000+/mo (est)",Enterprise academic/commercial licensing. 300+ institutional clients worldwide.,30+ years (since 1996); daily EOD,"Flat files, FTP, S3; SQL database exports",EOD (daily files after market close),"Greeks (proper American binomial tree), IV, volatility surfaces, term structure, skew",N/A (file delivery),"No official SDK (flat file format, easily parsed with pandas)",https://optionmetrics.com/products/ivydb-us/ (product page — no public API docs portal),"US Equity Options (listed) + Global indices | 30+yr (since 1996) daily EOD | NO CME futures | Fields: Greeks (proper American binomial tree — NOT Black-Scholes), IV, Vol Surfaces, Term Structure, Skew, Risk-neutral densities | Flat files+FTP+S3 | 300+ institutional clients | ~$1000+/mo | No Python SDK; pandas-compatible",Industry gold standard; 30+yr history; binomial tree Greeks; vol surfaces; 300+ institutions,Very expensive; EOD only; no real-time; no CME futures; flat file delivery,Researching,Gold standard for academic research. Too expensive for solo. Check academic license.,2026-05-16
NASDAQ Data Link (Smart Options),https://data.nasdaq.com,"Equity Options (OPRA); Analytics datasets (ORATS vol surfaces, ICE settlements)",Enterprise (Contact),Custom pricing. Smart Options reduces bandwidth 80% vs full OPRA.,Extensive historical datasets,REST API + Streaming API; Python SDK; Snowflake,Real-time + EOD,Full OPRA feed (compressed); ORATS volatility surfaces; ICE settlement prices,Enterprise SLA,Yes (nasdaqdatalink PyPI and SDK),https://data.nasdaq.com/tools/api (API docs); https://github.com/Nasdaq/data-link-python (Python SDK),US Equity Options (OPRA — Smart Options compression: 80% bandwidth reduction) | ORATS volatility surfaces | ICE settlement prices | Extensive historical datasets | REST API + Streaming API + Snowflake | Python SDK available | Enterprise pricing (contact sales) | Open-sourced Python client on GitHub,Official exchange data; Smart Options compression; combines real-time + analytics; Python SDK,Enterprise pricing; complex product offering; may be overkill for daily EOD,Researching,If budget allows later. Best for combined OPRA + analytics in single vendor.,2026-05-16
QuoteMedia (Quotestream),https://quotemedia.com,Equity Options + Futures Options; US + Canadian coverage,$150-300+/mo (est),Custom pricing. Contact sales for quote.,Extensive historical data (varies by feed),REST API + TCP streaming + SFTP; 100+ APIs,Real-time (1ms latency); Historical EOD,Options chains with Greeks; IV Rank/Percentile; unusual options activity; bid/ask; volume; OI,Enterprise SLA,No official SDK (REST API),https://www.quotemedia.com/data-services/ (product pages — no public API portal),"US + Canadian Equity Options + Futures Options | 100+ APIs | Fields: Options chains with Greeks,IV Rank/Percentile,Unusual Options Activity,Bid/Ask,Volume,OI | REST API + TCP streaming + SFTP | 1ms latency real-time | Enterprise pricing ($150-300+/mo est) | No Python SDK",100+ APIs; equity+futures options; broad North America; 1ms latency; unusual options activity,Enterprise pricing; no self-service; no Python SDK; opaque pricing,Researching,Good alternative to dxFeed for North America. Request pricing quote.,2026-05-16
IQFeed (DTN),https://iqfeed.net,Equity Options + Futures Options; US futures markets,~$200/mo,~$200/mo base fee. Exchange fees extra. Requires Windows client as local gateway.,10+ years historical data accessible via API,Proprietary TCP socket protocol; Windows client required; 100+ 3rd-party integrations,Real-time tick-by-tick,Tick-by-tick options data with dynamic Greeks (Black-Scholes); bid/ask; volume; OI; IV,Unlimited real-time symbols; historical request limits,No official (TCP socket; community Python wrappers on GitHub),https://www.iqfeed.net/dev/docs/ (developer docs); https://www.iqfeed.net/symbolguide/ (symbol guide),"US Equity Options + Futures Options | 10+yr history | Fields: Tick-by-tick options with dynamic Black-Scholes Greeks,Bid/Ask,Volume,OI,IV | Proprietary TCP socket protocol | Windows client required as local gateway | Unlimited real-time symbols | ~$200/mo + exchange fees | No official Python SDK; community wrappers on GitHub",Tick-by-tick real-time; dynamic Greeks; 10+yr history; connects to 100+ platforms; reliable,Windows client required; proprietary TCP; no REST API; no Python SDK; ~$200/mo + fees,Testing,Good for real-time+historical combo. Community Python wrappers exist.,2026-05-16
Barchart OnDemand,https://barchart.com/ondemand,Equity Options (daily since 2017); Futures Options (since 2000s),Enterprise (Contact),Custom enterprise pricing. Contact sales.,Equity daily: since 2017; Equity minute: from 2023; Futures options: since 2000s,REST API + Excel add-in; options screener API,EOD + Intraday (minute),Options chains; Greeks (Delta/Gamma/Theta/Vega); IV; IV Rank/Percentile; OI; volume,Enterprise SLA,No official SDK (REST API),https://www.barchart.com/ondemand/api (API docs); https://www.barchart.com/ondemand/rest-api-reference,"US Equity Options (daily since 2017; minute from 2023) + Futures Options (since 2000s) | Fields: Options chains,Greeks (D,G,T,V),IV,IV Rank/Percentile,OI,Volume | Options Screener API | REST API + Excel add-in | Enterprise pricing (contact sales) | No Python SDK",Deep futures options history (2000s+); options screener API; Excel add-in; equity+futures,Enterprise pricing; no self-service; no Python SDK; opaque,Researching,If deep futures options history needed and budget allows. Request quote.,2026-05-16
FlashAlpha,https://flashalpha.com,"Equity Options (6,000+ US tickers); 0DTE specialist","Free / $79-1,499/mo","Free tier. Hobbyist: $79. Pro: $199. Business: $799. Enterprise: $1,499.",10+ years historical data,REST API + Python/JS/C#/Go/Java SDKs + MCP server for AI agents,EOD + 15-min delayed (free); Real-time (paid),"GEX/DEX/VEX/CHEX exposure; 15 Greeks incl higher-order (vanna, charm); SVI vol surfaces; 0DTE",Plan-based request limits,"Yes (official Python, JS, C#, Go, Java SDKs + MCP server)",https://flashalpha.com/documentation (API docs); https://github.com/flashalpha/api (GitHub examples),"US Equity Options (6000+ tickers) | 0DTE specialist | 10+yr history | Fields: Unique GEX/DEX/VEX/CHEX exposure analytics | 15 Greeks incl higher-order (vanna,charm) | SVI volatility surfaces | 0DTE analytics | Gamma profiles, dealer positioning | REST API + Python/JS/C#/Go/Java SDKs + MCP server | Free tier; $79-1499/mo | pip install flashalpha",Unique GEX/DEX/VEX exposure analytics; 15 Greeks; SVI vol surfaces; 0DTE; free tier; MCP,Focus on exposure analytics (not raw option chain); equity only; no CME futures,Priority #2,Unique GEX/exposure offering. No one else does this. Test free tier.,2026-05-16
Tick Data (tickdata.com),https://tickdata.com,Equity Options (SPY/SPX/RUT/VIX); Futures; Equities,"$1,000 min order","Minimum order $1,000. Custom quotes based on symbol/time range.",Tick-by-tick trades since Nov 2020; Level 1 quotes,ASCII files + TickWrite software; CSV export,Tick-level (historical only),Tick trades; Level 1 quotes for SPY/SPX/RUT/VIX options; raw data (no computed Greeks),N/A (file delivery),No (ASCII/CSV files; easily parsed with pandas),https://www.tickdata.com/contact/ (contact — no public API docs),US Equity Options: SPY/SPX/RUT/VIX only | Futures; Equities | Tick-by-tick trades since Nov 2020; Level 1 quotes | Raw data (NO computed Greeks) | ASCII files + TickWrite software | CSV export | 35+yr in business | $1000 minimum order | No Python SDK; pandas-compatible ASCII/CSV,35+ years in business; research-quality clean data; survivorship bias-free; tick precision,Expensive min order; limited symbols (SPY/SPX/RUT/VIX); tick-only; no Greeks; ASCII only,Researching,Niche: tick data for specific symbols. Good for microstructure research.,2026-05-16
BMLL Technologies,https://bmlltech.com,Equity Options (OPRA Level 3 order book); Equities; Futures,Enterprise (Contact),Custom enterprise pricing. Institutional quant research focus.,Level 3 OPRA since 2019; nanosecond timestamps,"Cloud-native (S3, SFTP, Snowflake); Data Lab Python sandbox",Tick-level (nanosecond resolution),Level 3 order book data; raw OPRA (no pre-computed Greeks); nanosecond timestamps,Enterprise SLA,Yes (Data Lab Python sandbox environment),https://bmlltech.com/data-solutions/ (products); https://bmlltech.com/data-engineering/ (data lab),"US Equity Options (OPRA Level 3 full order book) + Equities + Futures | Since 2019; nanosecond timestamps | Level 3 order book data; raw OPRA (no pre-computed Greeks) | Cloud-native (S3,SFTP,Snowflake) | Data Lab Python sandbox | Enterprise pricing (institutional quant research) | Most granular OPRA available",Only provider with Level 3 full order book OPRA; nanosecond timestamps; cloud-native,Enterprise-only; no pre-computed Greeks; OPRA since 2019 (shorter); specialized for TCA,Researching,Overkill for daily options data. Only if you need L3 order book for microstructure.,2026-05-16
